K=15 | ORIGINAL unique_books: 820
K=15 | n25 unique_books: 824
K=15 | n50 unique_books: 815
K=15 | n100 unique_books: 808
K=15 | n200 unique_books: 780

K=25 | ORIGINAL unique_books: 839
K=25 | n25 unique_books: 845
K=25 | n50 unique_books: 842
K=25 | n100 unique_books: 843
K=25 | n200 unique_books: 819

K=35 | ORIGINAL unique_books: 850
K=35 | n25 unique_books: 854
K=35 | n50 unique_books: 850
K=35 | n100 unique_books: 852
K=35 | n200 unique_books: 832
