K=15 | ORIGINAL unique_books: 86
K=15 | n25 unique_books: 93
K=15 | n50 unique_books: 81
K=15 | n100 unique_books: 81
K=15 | n200 unique_books: 81

K=25 | ORIGINAL unique_books: 110
K=25 | n25 unique_books: 114
K=25 | n50 unique_books: 110
K=25 | n100 unique_books: 104
K=25 | n200 unique_books: 101

K=35 | ORIGINAL unique_books: 129
K=35 | n25 unique_books: 131
K=35 | n50 unique_books: 131
K=35 | n100 unique_books: 126
K=35 | n200 unique_books: 120
