K=15 | ORIGINAL avg_per_user: 2.399
K=15 | n25 avg_per_user: 2.405
K=15 | n50 avg_per_user: 2.803
K=15 | n100 avg_per_user: 2.222
K=15 | n200 avg_per_user: 2.314

K=25 | ORIGINAL avg_per_user: 3.950
K=25 | n25 avg_per_user: 4.033
K=25 | n50 avg_per_user: 4.508
K=25 | n100 avg_per_user: 3.708
K=25 | n200 avg_per_user: 3.897

K=35 | ORIGINAL avg_per_user: 5.480
K=35 | n25 avg_per_user: 5.630
K=35 | n50 avg_per_user: 6.184
K=35 | n100 avg_per_user: 5.203
K=35 | n200 avg_per_user: 5.459
