K=15 | ORIGINAL unique_books: 825
K=15 | n25 unique_books: 828
K=15 | n50 unique_books: 823
K=15 | n100 unique_books: 823
K=15 | n200 unique_books: 829

K=25 | ORIGINAL unique_books: 846
K=25 | n25 unique_books: 846
K=25 | n50 unique_books: 842
K=25 | n100 unique_books: 849
K=25 | n200 unique_books: 846

K=35 | ORIGINAL unique_books: 851
K=35 | n25 unique_books: 850
K=35 | n50 unique_books: 850
K=35 | n100 unique_books: 853
K=35 | n200 unique_books: 853
