K=15 | ORIGINAL unique_books: 1955
K=15 | n25 unique_books: 1939
K=15 | n50 unique_books: 1919
K=15 | n100 unique_books: 1865
K=15 | n200 unique_books: 1769

K=25 | ORIGINAL unique_books: 2034
K=25 | n25 unique_books: 2025
K=25 | n50 unique_books: 2015
K=25 | n100 unique_books: 1991
K=25 | n200 unique_books: 1935

K=35 | ORIGINAL unique_books: 2060
K=35 | n25 unique_books: 2064
K=35 | n50 unique_books: 2056
K=35 | n100 unique_books: 2032
K=35 | n200 unique_books: 2004
