K=15 | ORIGINAL avg_per_user: 4.927
K=15 | n25 avg_per_user: 4.757
K=15 | n50 avg_per_user: 4.947
K=15 | n100 avg_per_user: 4.422
K=15 | n200 avg_per_user: 4.792

K=25 | ORIGINAL avg_per_user: 8.097
K=25 | n25 avg_per_user: 7.826
K=25 | n50 avg_per_user: 8.105
K=25 | n100 avg_per_user: 7.443
K=25 | n200 avg_per_user: 7.901

K=35 | ORIGINAL avg_per_user: 11.235
K=35 | n25 avg_per_user: 10.862
K=35 | n50 avg_per_user: 11.197
K=35 | n100 avg_per_user: 10.466
K=35 | n200 avg_per_user: 10.977
