K=15 | ORIGINAL unique_books: 822
K=15 | n25 unique_books: 820
K=15 | n50 unique_books: 816
K=15 | n100 unique_books: 808
K=15 | n200 unique_books: 765

K=25 | ORIGINAL unique_books: 844
K=25 | n25 unique_books: 846
K=25 | n50 unique_books: 846
K=25 | n100 unique_books: 834
K=25 | n200 unique_books: 820

K=35 | ORIGINAL unique_books: 851
K=35 | n25 unique_books: 854
K=35 | n50 unique_books: 850
K=35 | n100 unique_books: 846
K=35 | n200 unique_books: 837
