K=15 | ORIGINAL unique_books: 859
K=15 | n25 unique_books: 858
K=15 | n50 unique_books: 863
K=15 | n100 unique_books: 855
K=15 | n200 unique_books: 843

K=25 | ORIGINAL unique_books: 884
K=25 | n25 unique_books: 879
K=25 | n50 unique_books: 886
K=25 | n100 unique_books: 878
K=25 | n200 unique_books: 873

K=35 | ORIGINAL unique_books: 892
K=35 | n25 unique_books: 891
K=35 | n50 unique_books: 895
K=35 | n100 unique_books: 890
K=35 | n200 unique_books: 890
