K=15 | ORIGINAL unique_books: 820
K=15 | n25 unique_books: 848
K=15 | n50 unique_books: 841
K=15 | n100 unique_books: 836
K=15 | n200 unique_books: 802

K=25 | ORIGINAL unique_books: 839
K=25 | n25 unique_books: 854
K=25 | n50 unique_books: 854
K=25 | n100 unique_books: 848
K=25 | n200 unique_books: 840

K=35 | ORIGINAL unique_books: 850
K=35 | n25 unique_books: 857
K=35 | n50 unique_books: 855
K=35 | n100 unique_books: 854
K=35 | n200 unique_books: 849
