K=15 | ORIGINAL unique_books: 1351
K=15 | n25 unique_books: 1425
K=15 | n50 unique_books: 1409
K=15 | n100 unique_books: 1362
K=15 | n200 unique_books: 1268

K=25 | ORIGINAL unique_books: 1458
K=25 | n25 unique_books: 1509
K=25 | n50 unique_books: 1508
K=25 | n100 unique_books: 1472
K=25 | n200 unique_books: 1405

K=35 | ORIGINAL unique_books: 1504
K=35 | n25 unique_books: 1558
K=35 | n50 unique_books: 1554
K=35 | n100 unique_books: 1529
K=35 | n200 unique_books: 1478
