K=15 | ORIGINAL unique_books: 2857
K=15 | n25 unique_books: 2925
K=15 | n50 unique_books: 2925
K=15 | n100 unique_books: 2902
K=15 | n200 unique_books: 2832

K=25 | ORIGINAL unique_books: 2940
K=25 | n25 unique_books: 2969
K=25 | n50 unique_books: 2973
K=25 | n100 unique_books: 2965
K=25 | n200 unique_books: 2944

K=35 | ORIGINAL unique_books: 2971
K=35 | n25 unique_books: 2985
K=35 | n50 unique_books: 2986
K=35 | n100 unique_books: 2987
K=35 | n200 unique_books: 2972
