K=15 | ORIGINAL unique_books: 821
K=15 | n25 unique_books: 811
K=15 | n50 unique_books: 805
K=15 | n100 unique_books: 787
K=15 | n200 unique_books: 738

K=25 | ORIGINAL unique_books: 841
K=25 | n25 unique_books: 836
K=25 | n50 unique_books: 827
K=25 | n100 unique_books: 823
K=25 | n200 unique_books: 801

K=35 | ORIGINAL unique_books: 847
K=35 | n25 unique_books: 844
K=35 | n50 unique_books: 841
K=35 | n100 unique_books: 843
K=35 | n200 unique_books: 826
