enhanced_ Adult | K=15 | ORIGINAL: total=31210, users=53424, mean_per_user=0.5842
enhanced_ Adult | K=15 | 25: total=42130, users=53424, mean_per_user=0.7886
enhanced_ Adult | K=15 | 50: total=39313, users=53424, mean_per_user=0.7359
enhanced_ Adult | K=15 | 100: total=32691, users=53424, mean_per_user=0.6119
enhanced_ Adult | K=15 | 200: total=21755, users=53424, mean_per_user=0.4072
enhanced_ Adult | K=25 | ORIGINAL: total=50434, users=53424, mean_per_user=0.9440
enhanced_ Adult | K=25 | 25: total=68370, users=53424, mean_per_user=1.2798
enhanced_ Adult | K=25 | 50: total=63972, users=53424, mean_per_user=1.1974
enhanced_ Adult | K=25 | 100: total=53899, users=53424, mean_per_user=1.0089
enhanced_ Adult | K=25 | 200: total=37301, users=53424, mean_per_user=0.6982
enhanced_ Adult | K=35 | ORIGINAL: total=69144, users=53424, mean_per_user=1.2942
enhanced_ Adult | K=35 | 25: total=93882, users=53424, mean_per_user=1.7573
enhanced_ Adult | K=35 | 50: total=88066, users=53424, mean_per_user=1.6484
enhanced_ Adult | K=35 | 100: total=75353, users=53424, mean_per_user=1.4105
enhanced_ Adult | K=35 | 200: total=53376, users=53424, mean_per_user=0.9991
enhanced_ Adventure | K=15 | ORIGINAL: total=141308, users=53424, mean_per_user=2.6450
enhanced_ Adventure | K=15 | 25: total=198982, users=53424, mean_per_user=3.7246
enhanced_ Adventure | K=15 | 50: total=185768, users=53424, mean_per_user=3.4772
enhanced_ Adventure | K=15 | 100: total=155634, users=53424, mean_per_user=2.9132
enhanced_ Adventure | K=15 | 200: total=117383, users=53424, mean_per_user=2.1972
enhanced_ Adventure | K=25 | ORIGINAL: total=238532, users=53424, mean_per_user=4.4649
enhanced_ Adventure | K=25 | 25: total=333186, users=53424, mean_per_user=6.2366
enhanced_ Adventure | K=25 | 50: total=313797, users=53424, mean_per_user=5.8737
enhanced_ Adventure | K=25 | 100: total=267994, users=53424, mean_per_user=5.0164
enhanced_ Adventure | K=25 | 200: total=207530, users=53424, mean_per_user=3.8846
enhanced_ Adventure | K=35 | ORIGINAL: total=337286, users=53424, mean_per_user=6.3134
enhanced_ Adventure | K=35 | 25: total=467888, users=53424, mean_per_user=8.7580
enhanced_ Adventure | K=35 | 50: total=442623, users=53424, mean_per_user=8.2851
enhanced_ Adventure | K=35 | 100: total=382817, users=53424, mean_per_user=7.1656
enhanced_ Adventure | K=35 | 200: total=301185, users=53424, mean_per_user=5.6376
enhanced_ Children's | K=15 | ORIGINAL: total=74994, users=53424, mean_per_user=1.4038
enhanced_ Children's | K=15 | 25: total=117423, users=53424, mean_per_user=2.1979
enhanced_ Children's | K=15 | 50: total=100929, users=53424, mean_per_user=1.8892
enhanced_ Children's | K=15 | 100: total=86689, users=53424, mean_per_user=1.6227
enhanced_ Children's | K=15 | 200: total=59855, users=53424, mean_per_user=1.1204
enhanced_ Children's | K=25 | ORIGINAL: total=127516, users=53424, mean_per_user=2.3869
enhanced_ Children's | K=25 | 25: total=196450, users=53424, mean_per_user=3.6772
enhanced_ Children's | K=25 | 50: total=171518, users=53424, mean_per_user=3.2105
enhanced_ Children's | K=25 | 100: total=150962, users=53424, mean_per_user=2.8257
enhanced_ Children's | K=25 | 200: total=108270, users=53424, mean_per_user=2.0266
enhanced_ Children's | K=35 | ORIGINAL: total=180535, users=53424, mean_per_user=3.3793
enhanced_ Children's | K=35 | 25: total=275161, users=53424, mean_per_user=5.1505
enhanced_ Children's | K=35 | 50: total=243265, users=53424, mean_per_user=4.5535
enhanced_ Children's | K=35 | 100: total=216494, users=53424, mean_per_user=4.0524
enhanced_ Children's | K=35 | 200: total=159539, users=53424, mean_per_user=2.9863
