K=15 | ORIGINAL unique_books: 2201
K=15 | n25 unique_books: 2199
K=15 | n50 unique_books: 2191
K=15 | n100 unique_books: 2123
K=15 | n200 unique_books: 2039

K=25 | ORIGINAL unique_books: 2355
K=25 | n25 unique_books: 2354
K=25 | n50 unique_books: 2353
K=25 | n100 unique_books: 2306
K=25 | n200 unique_books: 2219

K=35 | ORIGINAL unique_books: 2429
K=35 | n25 unique_books: 2422
K=35 | n50 unique_books: 2422
K=35 | n100 unique_books: 2400
K=35 | n200 unique_books: 2317
