SVD Analysis for Genre: Romance

Metric: Average count of target genre per user

k = 15
  original: 2.7742 (users=53424)
  2u: 2.9111 (users=53424)
  4u: 3.2456 (users=53424)
  6u: 4.2376 (users=53424)
  25u: 5.8897 (users=53424)
  50u: 6.2271 (users=53424)
  100u: 5.8332 (users=53424)
  200u: 6.5498 (users=53424)
  300u: 6.4092 (users=53424)
  500u: 6.5176 (users=53424)
  1000u: 7.2530 (users=53424)
  2000u: 7.9373 (users=53424)

k = 25
  original: 4.5390 (users=53424)
  2u: 4.7835 (users=53424)
  4u: 5.3015 (users=53424)
  6u: 6.8489 (users=53424)
  25u: 9.1050 (users=53424)
  50u: 9.5259 (users=53424)
  100u: 9.0343 (users=53424)
  200u: 9.9441 (users=53424)
  300u: 9.8984 (users=53424)
  500u: 9.9185 (users=53424)
  1000u: 11.0828 (users=53424)
  2000u: 12.1434 (users=53424)

k = 35
  original: 6.2824 (users=53424)
  2u: 6.6483 (users=53424)
  4u: 7.3266 (users=53424)
  6u: 9.3278 (users=53424)
  25u: 12.0994 (users=53424)
  50u: 12.6109 (users=53424)
  100u: 12.1050 (users=53424)
  200u: 13.1105 (users=53424)
  300u: 13.1666 (users=53424)
  500u: 13.1156 (users=53424)
  1000u: 14.6585 (users=53424)
  2000u: 16.0315 (users=53424)

