SVD Analysis for Genre: Thriller

Metric: Average count of target genre per user

k = 15
  original: 2.0845 (users=53424)
  2u: 2.0133 (users=53424)
  4u: 2.3089 (users=53424)
  6u: 2.8430 (users=53424)
  25u: 3.3135 (users=53424)
  50u: 3.9337 (users=53424)
  100u: 3.5044 (users=53424)
  200u: 4.2856 (users=53424)
  300u: 4.3888 (users=53424)
  500u: 4.3083 (users=53424)
  1000u: 4.0673 (users=53424)
  2000u: 3.9345 (users=53424)

k = 25
  original: 3.3180 (users=53424)
  2u: 3.3649 (users=53424)
  4u: 3.7988 (users=53424)
  6u: 4.7641 (users=53424)
  25u: 5.6197 (users=53424)
  50u: 6.4567 (users=53424)
  100u: 5.7961 (users=53424)
  200u: 6.8259 (users=53424)
  300u: 7.0300 (users=53424)
  500u: 7.0410 (users=53424)
  1000u: 6.6321 (users=53424)
  2000u: 6.4901 (users=53424)

k = 35
  original: 4.5593 (users=53424)
  2u: 4.6973 (users=53424)
  4u: 5.3007 (users=53424)
  6u: 6.6684 (users=53424)
  25u: 7.9243 (users=53424)
  50u: 8.9352 (users=53424)
  100u: 8.0914 (users=53424)
  200u: 9.3101 (users=53424)
  300u: 9.6012 (users=53424)
  500u: 9.6890 (users=53424)
  1000u: 9.1360 (users=53424)
  2000u: 8.9842 (users=53424)

