K=15 | ORIGINAL unique_books: 2196
K=15 | n25 unique_books: 0
K=15 | n50 unique_books: 0
K=15 | n100 unique_books: 2212
K=15 | n200 unique_books: 0

K=25 | ORIGINAL unique_books: 2343
K=25 | n25 unique_books: 0
K=25 | n50 unique_books: 0
K=25 | n100 unique_books: 2351
K=25 | n200 unique_books: 0

K=35 | ORIGINAL unique_books: 2422
K=35 | n25 unique_books: 0
K=35 | n50 unique_books: 0
K=35 | n100 unique_books: 2433
K=35 | n200 unique_books: 0
