K=15 | ORIGINAL unique_books: 2857
K=15 | n25 unique_books: 2863
K=15 | n50 unique_books: 2859
K=15 | n100 unique_books: 2872
K=15 | n200 unique_books: 2859

K=25 | ORIGINAL unique_books: 2940
K=25 | n25 unique_books: 2933
K=25 | n50 unique_books: 2930
K=25 | n100 unique_books: 2945
K=25 | n200 unique_books: 2934

K=35 | ORIGINAL unique_books: 2971
K=35 | n25 unique_books: 2964
K=35 | n50 unique_books: 2967
K=35 | n100 unique_books: 2969
K=35 | n200 unique_books: 2963
