K=15 | ORIGINAL unique_books: 822
K=15 | n25 unique_books: 845
K=15 | n50 unique_books: 843
K=15 | n100 unique_books: 840
K=15 | n200 unique_books: 805

K=25 | ORIGINAL unique_books: 844
K=25 | n25 unique_books: 857
K=25 | n50 unique_books: 855
K=25 | n100 unique_books: 848
K=25 | n200 unique_books: 841

K=35 | ORIGINAL unique_books: 851
K=35 | n25 unique_books: 859
K=35 | n50 unique_books: 858
K=35 | n100 unique_books: 855
K=35 | n200 unique_books: 849
