K=15 | ORIGINAL unique_books: 310
K=15 | n25 unique_books: 317
K=15 | n50 unique_books: 314
K=15 | n100 unique_books: 311
K=15 | n200 unique_books: 310

K=25 | ORIGINAL unique_books: 322
K=25 | n25 unique_books: 322
K=25 | n50 unique_books: 323
K=25 | n100 unique_books: 323
K=25 | n200 unique_books: 320

K=35 | ORIGINAL unique_books: 328
K=35 | n25 unique_books: 327
K=35 | n50 unique_books: 324
K=35 | n100 unique_books: 324
K=35 | n200 unique_books: 324
