K=15 | ORIGINAL unique_books: 696
K=15 | n25 unique_books: 693
K=15 | n50 unique_books: 693
K=15 | n100 unique_books: 686
K=15 | n200 unique_books: 657

K=25 | ORIGINAL unique_books: 739
K=25 | n25 unique_books: 734
K=25 | n50 unique_books: 728
K=25 | n100 unique_books: 725
K=25 | n200 unique_books: 710

K=35 | ORIGINAL unique_books: 752
K=35 | n25 unique_books: 749
K=35 | n50 unique_books: 752
K=35 | n100 unique_books: 744
K=35 | n200 unique_books: 732
