K=15 | ORIGINAL: 100.00%
K=15 | n25: 91.07%
K=15 | n50: 86.18%
K=15 | n100: 79.01%
K=15 | n200: 68.31%

K=25 | ORIGINAL: 100.00%
K=25 | n25: 90.78%
K=25 | n50: 86.05%
K=25 | n100: 79.72%
K=25 | n200: 69.11%

K=35 | ORIGINAL: 100.00%
K=35 | n25: 91.05%
K=35 | n50: 86.40%
K=35 | n100: 80.61%
K=35 | n200: 70.05%
