K=15 | ORIGINAL unique_books: 859
K=15 | n25 unique_books: 890
K=15 | n50 unique_books: 883
K=15 | n100 unique_books: 875
K=15 | n200 unique_books: 864

K=25 | ORIGINAL unique_books: 884
K=25 | n25 unique_books: 898
K=25 | n50 unique_books: 893
K=25 | n100 unique_books: 894
K=25 | n200 unique_books: 889

K=35 | ORIGINAL unique_books: 892
K=35 | n25 unique_books: 898
K=35 | n50 unique_books: 897
K=35 | n100 unique_books: 896
K=35 | n200 unique_books: 894
