K=15 | ORIGINAL unique_books: 1946
K=15 | n25 unique_books: 1937
K=15 | n50 unique_books: 1915
K=15 | n100 unique_books: 1855
K=15 | n200 unique_books: 1723

K=25 | ORIGINAL unique_books: 2031
K=25 | n25 unique_books: 2045
K=25 | n50 unique_books: 2022
K=25 | n100 unique_books: 1991
K=25 | n200 unique_books: 1904

K=35 | ORIGINAL unique_books: 2081
K=35 | n25 unique_books: 2077
K=35 | n50 unique_books: 2076
K=35 | n100 unique_books: 2044
K=35 | n200 unique_books: 1987
