K=15 | ORIGINAL unique_books: 1351
K=15 | n25 unique_books: 1341
K=15 | n50 unique_books: 1323
K=15 | n100 unique_books: 1330
K=15 | n200 unique_books: 1282

K=25 | ORIGINAL unique_books: 1458
K=25 | n25 unique_books: 1443
K=25 | n50 unique_books: 1420
K=25 | n100 unique_books: 1426
K=25 | n200 unique_books: 1398

K=35 | ORIGINAL unique_books: 1504
K=35 | n25 unique_books: 1502
K=35 | n50 unique_books: 1476
K=35 | n100 unique_books: 1501
K=35 | n200 unique_books: 1465
